"network_db";"original_id";"reference";"citation";"doi";"study_common"
"AI22";"AI22_103";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_102";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_105";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_104";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_133";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_132";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_99";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_98";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_97";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_96";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_95";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_94";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_93";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_92";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_83";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_82";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_80";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_79";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_73";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_72";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_69";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_68";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_62";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_61";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_57";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_56";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_55";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_54";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_53";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_52";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_49";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_48";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_51";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_50";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_34";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_33";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_30";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_29";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_28";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_27";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_25";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_24";"Moreira, E. F., D. Boscolo, and B. F. Viana. 2015. Spatial Heterogeneity Regulates Plant-Pollinator Networks across Multiple Landscape Scales. Plos One 10:e0123628.";"Moreira_2015";NA;"Moreira_2015"
"AI22";"AI22_247";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_251";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_249";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_270";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_257";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_260";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_285";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_283";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_253";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_255";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_252";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_280";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_294";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_292";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_277";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_262";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_265";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_245";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_239";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_242";"Costa, FV, Mello, MAR, 2016, Few Ant Species Play a Central Role LinkingDifferent Plant Resources in a Network inRupestrian Grasslands, PLoS ONE 11(12): e0167161.";"Costa_2016";NA;"Costa_2016"
"AI22";"AI22_373";"da Silva, C. I., C. M. Hirotsu, A. J. de Suza Pacheco Filho, E. P. Queiroz, and C. A. Garofalo. 2017. Is the maximum reproductive rate of Centris analis (Hymenoptera, Apidae, Centridini) associated with floral resource availability? Arthropod-Plant Interactions 11:389402.";"da_2017";NA;"da_2017"
"AI22";"AI22_393";"UNPUBLISHED";"AI22_393";NA;"AI22_393"
"AI22";"AI22_696";"UNPUBLISHED";"AI22_696";NA;"AI22_696"
"AI22";"AI22_755";"UNPUBLISHED";"AI22_755";NA;"AI22_755"
"AI22";"AI22_1030";"UNPUBLISHED";"AI22_1030";NA;"AI22_1030"
"AI22";"AI22_1046";"UNPUBLISHED";"AI22_1046";NA;"AI22_1046"
"AI22";"AI22_1065";"UNPUBLISHED";"AI22_1065";NA;"AI22_1065"
"AI22";"AI22_1060";"UNPUBLISHED";"AI22_1060";NA;"AI22_1060"
"AI22";"AI22_1064";"UNPUBLISHED";"AI22_1064";NA;"AI22_1064"
"AI22";"AI22_332";"UNPUBLISHED";"AI22_332";NA;"AI22_332"
"AI22";"AI22_319";"UNPUBLISHED";"AI22_319";NA;"AI22_319"
"AI22";"AI22_323";"UNPUBLISHED";"AI22_323";NA;"AI22_323"
"AI22";"AI22_336";"UNPUBLISHED";"AI22_336";NA;"AI22_336"
"AI22";"AI22_331";"UNPUBLISHED";"AI22_331";NA;"AI22_331"
"AI22";"AI22_320";"UNPUBLISHED";"AI22_320";NA;"AI22_320"
"AI22";"AI22_321";"UNPUBLISHED";"AI22_321";NA;"AI22_321"
"AI22";"AI22_317";"UNPUBLISHED";"AI22_317";NA;"AI22_317"
"AI22";"AI22_316";"UNPUBLISHED";"AI22_316";NA;"AI22_316"
"AI22";"AI22_354";"UNPUBLISHED";"AI22_354";NA;"AI22_354"
"AI22";"AI22_357";"UNPUBLISHED";"AI22_357";NA;"AI22_357"
"AI22";"AI22_346";"UNPUBLISHED";"AI22_346";NA;"AI22_346"
"AI22";"AI22_345";"UNPUBLISHED";"AI22_345";NA;"AI22_345"
"AI22";"AI22_353";"UNPUBLISHED";"AI22_353";NA;"AI22_353"
"AI22";"AI22_356";"UNPUBLISHED";"AI22_356";NA;"AI22_356"
"AI22";"AI22_325";"UNPUBLISHED";"AI22_325";NA;"AI22_325"
"AI22";"AI22_330";"UNPUBLISHED";"AI22_330";NA;"AI22_330"
"AI22";"AI22_324";"UNPUBLISHED";"AI22_324";NA;"AI22_324"
"AI22";"AI22_326";"UNPUBLISHED";"AI22_326";NA;"AI22_326"
"AI22";"AI22_328";"UNPUBLISHED";"AI22_328";NA;"AI22_328"
"AI22";"AI22_327";"UNPUBLISHED";"AI22_327";NA;"AI22_327"
"AI22";"AI22_348";"UNPUBLISHED";"AI22_348";NA;"AI22_348"
"AI22";"AI22_350";"UNPUBLISHED";"AI22_350";NA;"AI22_350"
"AI22";"AI22_355";"UNPUBLISHED";"AI22_355";NA;"AI22_355"
"AI22";"AI22_333";"UNPUBLISHED";"AI22_333";NA;"AI22_333"
"AI22";"AI22_352";"UNPUBLISHED";"AI22_352";NA;"AI22_352"
"AI22";"AI22_1051";"Schmitz, H. J., M. S. Gottschalk, and V. L. S. Valente. 2009. Rhinoleucophenga joaquina sp. nov. (Diptera: Drosophilidae) from the Neotropical region. Neotropical Entomology 38:786790.";"Schmitz_2009";NA;"Schmitz_2009"
"AI22";"AI22_1032";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1032";"UNPUBLISHED";"AI22_1032";NA;"AI22_1032"
"AI22";"AI22_1038";"UNPUBLISHED";"AI22_1038";NA;"AI22_1038"
"AI22";"AI22_578";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1316";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1314";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_579";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_537";"UNPUBLISHED";"AI22_537";NA;"AI22_537"
"AI22";"AI22_537";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1083";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1084";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1078";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1044";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_988";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_994";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1012";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1017";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1019";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1027";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1045";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1040";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1037";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_23";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_1011";"Schmitz, H. J., and P. R. P. Hofmann. 2005. First record of subgenus Phloridosa of Drosophila in southern Brazil, with notes on breeding sites. Drosophila Information Service 88:97101.";"Schmitz_2005";NA;"Schmitz_2005"
"AI22";"AI22_1035";"Schmitz, H.J. & Valente, V.L.S. 2019. The flower flies and the unknown diversity of Drosophilidae (Diptera): a biodiversity inventory in the Brazilian fauna. Papeis Avulsos de Zoologia (in press).";"Schmitz_2019";NA;"Schmitz_2019"
"AI22";"AI22_208";"UNPUBLISHED";"AI22_208";NA;"AI22_208"
"AI22";"AI22_371";"UNPUBLISHED";"AI22_371";NA;"AI22_371"
"AI22";"AI22_370";"UNPUBLISHED";"AI22_370";NA;"AI22_370"
"AI22";"AI22_992";"KAEHLER, M.; VARASSIN, I. et al. 2005. Polinizacao em uma comunidade de bromelias em Floresta Atlantica Alto-montana no Estado do Parana, Brasil. Revista Brasileira de Botanica, 28:219-228.";"KAEHLER_2005";NA;"kaehler2005"
"AI22";"AI22_227";"ALVES-SILVA, E.; BARONIO, G. J. et al. 2013. Foraging behavior of Brachygastra lecheguana (Hymenoptera: Vespidae) on Banisteriopsis malifolia (Malpighiaceae): Extrafloral nectar consumption and herbivore predation in a tending ant system. Entomological Society, 16:162-169.";"ALVES_2013";NA;"ALVES_2013"
"AI22";"AI22_215";"FILHO, J. R. B.; VELOSO, V. R. S. et al. 2005. Danos de Telemus chapadanus (casey 1922) sobre o florescimento do araticum (Annona crassiflora mart.) no estado de Goias. Pesquisa Agropecuaria Tropical, 35 (1): 25-29.";"FILHO_2005";NA;"FILHO_2005"
"AI22";"AI22_1311";"Maia, A. C. D., S. Dotterl, R. Kaiser, I. Silberbauer-Gottsberger, H. Teichert, M. Gibernau, D. M. do Amaral Ferraz Navarro, C. Schlindwein, and G. Gottsberger. 2012. The Key Role of 4-methyl-5-vinylthiazole in the Attraction of Scarab Beetle Pollinators: a Unique Olfactory Floral Signal Shared by Annonaceae and Araceae. Journal of Chemical Ecology 38:10721080.";"Maia_2012";NA;"Maia_2012"
"AI22";"AI22_1308";"Maia, A. C. D., and C. Schlindwein. 2006. Caladium bicolor (Araceae) and Cyclocephala celata (Coleoptera, Dynastinae): A well-established pollination system in the northern atlantic rainforest of Pernambuco, Brazil. Plant Biology 8:529534.";"Maia_2006";NA;"Maia_2006"
"AI22";"AI22_1307";"Maia, A. C. D., and C. Schlindwein. 2006. Caladium bicolor (Araceae) and Cyclocephala celata (Coleoptera, Dynastinae): A well-established pollination system in the northern atlantic rainforest of Pernambuco, Brazil. Plant Biology 8:529534.";"Maia_2006";NA;"Maia_2006"
"AI22";"AI22_1313";"Maia, A. C. D., and C. Schlindwein. 2006. Caladium bicolor (Araceae) and Cyclocephala celata (Coleoptera, Dynastinae): A well-established pollination system in the northern atlantic rainforest of Pernambuco, Brazil. Plant Biology 8:529534.";"Maia_2006";NA;"Maia_2006"
"AI22";"AI22_1307";"MAIA, Artur Campos Dalia et al. Pollination of Philodendron acutatum (Araceae) in the Atlantic forest of northeastern Brazil: a single scarab beetle species guarantees high fruit set.International journal of plant sciences, v. 171, n. 7, p. 740-748, 2010.";"MAIA_2010";NA;"MAIA_2010"
"AI22";"AI22_1308";"MAIA, Artur Campos Dalia et al. Pollination of Philodendron acutatum (Araceae) in the Atlantic forest of northeastern Brazil: a single scarab beetle species guarantees high fruit set.International journal of plant sciences, v. 171, n. 7, p. 740-748, 2010.";"MAIA_2010";NA;"MAIA_2010"
"AI22";"AI22_1309";"MAIA, Artur Campos Dalia et al. The cowl does not make the monk: scarab beetle pollination of the Neotropical aroid Taccarum ulei (Araceae: Spathicarpeae).Biological Journal of the Linnean Society, v. 108, n. 1, p. 22-34, 2012.";"MAIA_2012";NA;"Maia_2012"
"AI22";"AI22_433";"PAULINO-NETO, HIPOLITO FERREIRA. Polinizacao e biologia reprodutiva de Araticum-liso (Annona coriacea Mart.: Annonaceae) em uma area de cerrado paulista: implicacoes para fruticultura.Revista Brasileira de fruticultura, v. 36, n. 1, 2014.";"PAULINO_2014";NA;"PAULINO_2014"
"AI22";"AI22_193";"COSTA, Marilza Silva et al. Beetle pollination and flowering rhythm of Annona coriacea Mart.(Annonaceae) in Brazilian cerrado: Behavioral features of its principal pollinators.PloS one, v. 12, n. 2, p. e0171092, 2017.";"COSTA_0171";NA;"COSTA_0171"
