"";"network_db";"network_id";"reference";"citation";"doi"
"3712";"AI22";"AI22_1290";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3713";"AI22";"AI22_1276";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3714";"AI22";"AI22_1281";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3715";"AI22";"AI22_1280";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3716";"AI22";"AI22_1302";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3717";"AI22";"AI22_1301";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3718";"AI22";"AI22_1303";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3719";"AI22";"AI22_1304";"Cruz, R. M. 2013. Abelhas visitantes florais de Richardia grandiflora (Rubiaceae) ao longo de um gradiente urbano-rural. Dissertation (master degree). Universidade Federal da Paraiba.";"Cruz_2013";NA
"3720";"AI22";"AI22_1279";NA;"AI22_1279";NA
"3721";"AI22";"AI22_1306";NA;"AI22_1306";NA
"3722";"AI22";"AI22_1156";NA;"AI22_1156";NA
"3723";"AI22";"AI22_1154";NA;"AI22_1154";NA
"3724";"AI22";"AI22_1151";NA;"AI22_1151";NA
"3725";"AI22";"AI22_1153";NA;"AI22_1153";NA
"3726";"AI22";"AI22_1144";NA;"AI22_1144";NA
"3727";"AI22";"AI22_1142";NA;"AI22_1142";NA
"3728";"AI22";"AI22_1124";NA;"AI22_1124";NA
"3729";"AI22";"AI22_1123";NA;"AI22_1123";NA
"3730";"AI22";"AI22_1168";NA;"AI22_1168";NA
"3731";"AI22";"AI22_1170";NA;"AI22_1170";NA
"3732";"AI22";"AI22_1160";NA;"AI22_1160";NA
"3733";"AI22";"AI22_1158";NA;"AI22_1158";NA
"3734";"AI22";"AI22_1184";NA;"AI22_1184";NA
"3735";"AI22";"AI22_1182";NA;"AI22_1182";NA
"3736";"AI22";"AI22_1178";NA;"AI22_1178";NA
"3737";"AI22";"AI22_1190";NA;"AI22_1190";NA
"3738";"AI22";"AI22_1176";NA;"AI22_1176";NA
"3739";"AI22";"AI22_1188";NA;"AI22_1188";NA
"3740";"AI22";"AI22_1194";NA;"AI22_1194";NA
"3741";"AI22";"AI22_1200";NA;"AI22_1200";NA
"3742";"AI22";"AI22_1198";NA;"AI22_1198";NA
"3743";"AI22";"AI22_1202";NA;"AI22_1202";NA
"3744";"AI22";"AI22_1204";NA;"AI22_1204";NA
"3745";"AI22";"AI22_1196";NA;"AI22_1196";NA
"3746";"AI22";"AI22_1111";NA;"AI22_1111";NA
"3747";"AI22";"AI22_1110";NA;"AI22_1110";NA
"3748";"AI22";"AI22_1113";NA;"AI22_1113";NA
"3749";"AI22";"AI22_1112";NA;"AI22_1112";NA
"3750";"AI22";"AI22_1109";NA;"AI22_1109";NA
"3751";"AI22";"AI22_1107";NA;"AI22_1107";NA
"3752";"AI22";"AI22_304";"UNPUBLISHED";"AI22_304";NA
"3753";"AI22";"AI22_303";"UNPUBLISHED";"AI22_303";NA
"3754";"AI22";"AI22_275";"UNPUBLISHED";"AI22_275";NA
"3755";"AI22";"AI22_236";"UNPUBLISHED";"AI22_236";NA
"3756";"AI22";"AI22_308";"UNPUBLISHED";"AI22_308";NA
"3757";"AI22";"AI22_932";"UNPUBLISHED";"AI22_932";NA
"3758";"AI22";"AI22_312";"UNPUBLISHED";"AI22_312";NA
"3759";"AI22";"AI22_315";"UNPUBLISHED";"AI22_315";NA
"3760";"AI22";"AI22_931";"UNPUBLISHED";"AI22_931";NA
"3761";"AI22";"AI22_224";"UNPUBLISHED";"AI22_224";NA
"3762";"AI22";"AI22_233";"UNPUBLISHED";"AI22_233";NA
"3763";"AI22";"AI22_311";"UNPUBLISHED";"AI22_311";NA
"3764";"AI22";"AI22_314";"UNPUBLISHED";"AI22_314";NA
"3765";"AI22";"AI22_310";"UNPUBLISHED";"AI22_310";NA
"3766";"AI22";"AI22_1119";"Silveira, D. 2014. Aspectos taxonomicos morfologicos e reprodutivos de Monimiaceae no Rio Grande do Sul (master dissertation). Universidade Federal do Rio Grande do Sul. Instituto de Biociencias. Programa de Pos-Graduacao em Botanica, Porto Alegre, RS.";"Silveira_2014";NA
"3767";"AI22";"AI22_1103";"Silveira, D. 2014. Aspectos taxonomicos morfologicos e reprodutivos de Monimiaceae no Rio Grande do Sul (master dissertation). Universidade Federal do Rio Grande do Sul. Instituto de Biociencias. Programa de Pos-Graduacao em Botanica, Porto Alegre, RS.";"Silveira_2014";NA
"3768";"AI22";"AI22_1092";"Cavalleri, A., and L. A. Mound. 2014. The neotropical flower-living genus Lenkothrips (Thysanoptera, Heterothripidae): Three new species and an identification key. Zootaxa 3814:581590.";"Cavalleri_2014";NA
"3769";"AI22";"AI22_1093";"Bortoluzzi, S., E. Caron, and D. Silveira. 2016. Two new species of Microlia Casey (Coleoptera: Staphylinidae) with comments on obligatory pollen-feeders and the first record from South America. Zootaxa 4078:197208.";"Bortoluzzi_2016";NA
"3770";"AI22";"AI22_1086";"Moura, D. P., F. W. T. Leivas, and M. F. C. Caneparo. 2016. Two new species of Omalodes from Dominican Republic (Coleoptera: Histeridae). Zootaxa 4078:209217.";"Moura_2016";NA
"3771";"AI22";"AI22_995";"Moura, D. P., F. W. T. Leivas, and M. F. C. Caneparo. 2016. Two new species of Omalodes from Dominican Republic (Coleoptera: Histeridae). Zootaxa 4078:209217.";"Moura_2016";NA
"3772";"AI22";"AI22_160";"UNPUBLISHED";"AI22_160";NA
"3773";"AI22";"AI22_267";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3774";"AI22";"AI22_266";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3775";"AI22";"AI22_267";"Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3776";"AI22";"AI22_266";"Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3777";"AI22";"AI22_279";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3778";"AI22";"AI22_278";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3779";"AI22";"AI22_278";"Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3780";"AI22";"AI22_295";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3781";"AI22";"AI22_295";"Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3782";"AI22";"AI22_290";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3783";"AI22";"AI22_289";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3784";"AI22";"AI22_289";"Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3785";"AI22";"AI22_279";"Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3786";"AI22";"AI22_296";"Gelvez-Zuniga, I., A. L. Teixido, A. C. O. Neves, and G. W. Fernandes. 2018. Floral antagonists counteract pollinator-mediated selection on attractiveness traits in the hummingbird-pollinated Collaea cipoensis (Fabaceae). Biotropica 50:797804. / Gelvez-Zuniga, I., A. C. Neves, A. L. Teixido, and G. W. Fernandes. 2018. Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora 238:129137.";"Gelvez_2018";NA
"3787";"AI22";"AI22_963";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3788";"AI22";"AI22_962";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3789";"AI22";"AI22_972";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3790";"AI22";"AI22_971";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3791";"AI22";"AI22_984";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3792";"AI22";"AI22_985";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3793";"AI22";"AI22_982";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3794";"AI22";"AI22_983";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3795";"AI22";"AI22_980";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3796";"AI22";"AI22_981";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3797";"AI22";"AI22_961";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3798";"AI22";"AI22_960";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3799";"AI22";"AI22_959";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3800";"AI22";"AI22_958";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3801";"AI22";"AI22_986";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3802";"AI22";"AI22_987";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3803";"AI22";"AI22_977";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3804";"AI22";"AI22_976";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3805";"AI22";"AI22_967";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3806";"AI22";"AI22_966";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3807";"AI22";"AI22_969";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3808";"AI22";"AI22_968";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3809";"AI22";"AI22_979";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3810";"AI22";"AI22_978";"Souza, J. M. T. de. 2013. Redes de polinizacao em areas reestruturadas de Floresta Atlantica do Sul do Brasil. Thesis. Universidade Federal do Parana.";"Souza_2013";NA
"3811";"AI22";"AI22_1029";"Kamke, R., Schmid, S., Zillikens, A., Lopes, B. C., and J. Steiner. 2011. The importance of bees as pollinators in the short corolla bromeliad. Flora 206:749-756.";"Kamke_2011";NA
"3812";"AI22";"AI22_1028";"Dorneles, L. L., Zillikens, A., Steiner, J., and M. T. S. Padilha. 2013. Biologia da polinizacao de Euterpe edulis Martius (Arecaceae) eassociacao com abelhas sociais (Apidae: Apini) em sistema agroflorestal na Ilha de Santa Catarina. Iheringia Serie Botanica 68:47-57.";"Dorneles_2013";NA
"3813";"AI22";"AI22_1028";"UNPUBLISHED";"AI22_1028";NA
"3814";"AI22";"AI22_1048";"Zillikens, A., Oliveira, E. M., and J. Steiner. 2011. Diversity of Flower Visitors of Ipomoea pes-caprae (Convolvulaceae) at a Dune Habitat in southern Brazil. Entomologia Generalis 33(3):137 - 148.";"Zillikens_2011";NA
"3815";"AI22";"AI22_1050";"Langner, S. S., Schmid, V., Steiner, J., and A. Zillikens. 2011. Diversity of flower visitors and their role for pollination in the ornithophilous bromeliad Vriesea friburgensis in two different habitats in Southern Brazil. Ecotropica 17(1):91-102.";"Langner_2011";NA
"3816";"AI22";"AI22_1023";"Langner, S. S., Schmid, V., Steiner, J., and A. Zillikens. 2011. Diversity of flower visitors and their role for pollination in the ornithophilous bromeliad Vriesea friburgensis in two different habitats in Southern Brazil. Ecotropica 17(1):91-102.";"Langner_2011";NA
"3817";"AI22";"AI22_1018";"Schmid, S., Kamke, R., Zillikens, A., and J. Steiner. Flower visitors of Aechmea nudicaulis (Bromeliaceae): species richness, visitation frequency, and interactions in different habitats of southern Brazil. Studies on Neotropical Fauna and Environment 46(2):101-120.";"AI22_1018";NA
"3818";"AI22";"AI22_970";"Schmid, S., Kamke, R., Zillikens, A., and J. Steiner. Flower visitors of Aechmea nudicaulis (Bromeliaceae): species richness, visitation frequency, and interactions in different habitats of southern Brazil. Studies on Neotropical Fauna and Environment 46(2):101-120.";"AI22_970";NA
"3819";"AI22";"AI22_1068";"UNPUBLISHED";"AI22_1068";NA
"3820";"AI22";"AI22_1067";"UNPUBLISHED";"AI22_1067";NA
"3821";"AI22";"AI22_1020";"Steiner, J., Zillikens, A., Kamke, R., Feja, E. P., and D. B. Falkenberg. 2010. Bees and melittophilous plants of secondary Atlantic Forest habitats at Santa Catarina Island, Southern Brazil. Oecologia Australis 14(1):16-39.";"Steiner_2010";NA
"3822";"AI22";"AI22_829";"Rezende, L. H. G. de. 2017. Dano foliar afeta a interacao entre Trichogoniopsis adenantha (Asteraceae) e seus visitantes florais. Dissertation (master degree). Universidade Estadual de Campinas.";"Rezende_2017";NA
"3823";"AI22";"AI22_827";"Rezende, L. H. G. de. 2017. Dano foliar afeta a interacao entre Trichogoniopsis adenantha (Asteraceae) e seus visitantes florais. Dissertation (master degree). Universidade Estadual de Campinas.";"Rezende_2017";NA
"3824";"AI22";"AI22_857";"Rezende, L. H. G. de. 2017. Dano foliar afeta a interacao entre Trichogoniopsis adenantha (Asteraceae) e seus visitantes florais. Dissertation (master degree). Universidade Estadual de Campinas.";"Rezende_2017";NA
"3825";"AI22";"AI22_620";NA;"AI22_620";NA
"3826";"AI22";"AI22_619";NA;"AI22_619";NA
"3827";"AI22";"AI22_1232";NA;"AI22_1232";NA
"3828";"AI22";"AI22_1234";NA;"AI22_1234";NA
"3829";"AI22";"AI22_1236";NA;"AI22_1236";NA
"3830";"AI22";"AI22_1238";NA;"AI22_1238";NA
"3831";"AI22";"AI22_422";NA;"AI22_422";NA
"3832";"AI22";"AI22_424";NA;"AI22_424";NA
"3833";"AI22";"AI22_423";NA;"AI22_423";NA
"3834";"AI22";"AI22_421";NA;"AI22_421";NA
"3835";"AI22";"AI22_38";"Hipolito, J., N. Roque, L. Galetto, B. F. Viana, and P. G. Kevan. 2013. The pollination biology of Pseudostifftia kingii H.Rob. (Asteraceae), a rare endemic Brazilian species with uniflorous capitula. Revista Brasileira de Botanica 36:247254.";"Hipolito_2013";NA
"3836";"AI22";"AI22_145";"Hipolito, J., B. F. Viana, A. Selbach-Schnadelbach, L. Galetto, and P. G. Kevan. 2012. Pollination biology and genetic variability of a giant perfumed flower (Aristolochia gigantea Mart. and Zucc., Aristolochiaceae) visited mainly by small Diptera. Botany 90:815829.";"Hipolito_2012";NA
"3837";"AI22";"AI22_144";"Hipolito, J., B. F. Viana, A. Selbach-Schnadelbach, L. Galetto, and P. G. Kevan. 2012. Pollination biology and genetic variability of a giant perfumed flower (Aristolochia gigantea Mart. and Zucc., Aristolochiaceae) visited mainly by small Diptera. Botany 90:815829.";"Hipolito_2012";NA
"3838";"AI22";"AI22_2";"Colaco, M. A. S., R. Fonseca, S. Lambert, C. B. N. Costa, and E. Borba. 2006. Biologia reprodutiva de Melocactus glaucescens Buining & Brederoo e Melocactus paucispinus G.Heimen & R.Paul (Cactaceae), na Chapada Diamantina, Nordeste do Brasil. Revista Brasileira de Botanica 29:239249.";"Colaco_2006";NA
"3839";"AI22";"AI22_3";"Colaco, M. A. S., R. Fonseca, S. Lambert, C. B. N. Costa, and E. Borba. 2006. Biologia reprodutiva de Melocactus glaucescens Buining & Brederoo e Melocactus paucispinus G.Heimen & R.Paul (Cactaceae), na Chapada Diamantina, Nordeste do Brasil. Revista Brasileira de Botanica 29:239249.";"Colaco_2006";NA
"3840";"AI22";"AI22_1";"Aona, L. Y. S., M. C. Machado, E. R. Pansarin, C. C. Castro, and D. C. Zappi. 2006. Pollination biology of three Brazilian species of Micranthocereus Backeb. (Cereeae, Cactoideae) endemic to the campos rupestres. Bradleya 24:3952.";"Aona_2006";NA
"3841";"AI22";"AI22_15";"Aona, L. Y. S., M. C. Machado, E. R. Pansarin, C. C. Castro, and D. C. Zappi. 2006. Pollination biology of three Brazilian species of Micranthocereus Backeb. (Cereeae, Cactoideae) endemic to the campos rupestres. Bradleya 24:3952.";"Aona_2006";NA
"3842";"AI22";"AI22_43";"Silva, F. O., S. D. Kevan, N. Roque, B. F. Viana, and P. G. Kevan. 2010. Records on floral biology and visitors of Jacquemontia montana (Moric.) Meisn. (Convolvulaceae) in Mucuge, Bahia . Registros sobre a biologia floral e visitantes de Jacquemontia Montana (Moric.) Meisn. (Convolvulaceae) em Mucuge, Bahia 70:671676.";"Silva_2010";NA
"3843";"AI22";"AI22_42";"Silva, F. O., S. D. Kevan, N. Roque, B. F. Viana, and P. G. Kevan. 2010. Records on floral biology and visitors of Jacquemontia montana (Moric.) Meisn. (Convolvulaceae) in Mucuge, Bahia . Registros sobre a biologia floral e visitantes de Jacquemontia Montana (Moric.) Meisn. (Convolvulaceae) em Mucuge, Bahia 70:671676.";"Silva_2010";NA
"3844";"AI22";"AI22_20";"Neves, E. L. das, H. Taki, F. O. da Silva, B. F. Viana, and P. G. Kevan. 2006. Flower characteristics and visitors of Merremia macrocalyx (Convolvulaceae) in the Chapada Diamantina, Bahia, Brazil. Lundiana 7:97102.";"Neves_2006";NA
"3845";"AI22";"AI22_40";"Ramos, C. O. C., E. L. Borba, and L. S. Funch. 2005. Pollination in Brazilian Syngonanthus (Eriocaulaceae) species: Evidence for entomophily instead of anemophily. Annals of Botany 96:387397.";"Ramos_2005";NA
"3846";"AI22";"AI22_39";"Ramos, C. O. C., E. L. Borba, and L. S. Funch. 2005. Pollination in Brazilian Syngonanthus (Eriocaulaceae) species: Evidence for entomophily instead of anemophily. Annals of Botany 96:387397.";"Ramos_2005";NA
"3847";"AI22";"AI22_4";"Ramos, C. O. C., E. L. Borba, and L. S. Funch. 2005. Pollination in Brazilian Syngonanthus (Eriocaulaceae) species: Evidence for entomophily instead of anemophily. Annals of Botany 96:387397.";"Ramos_2005";NA
"3848";"AI22";"AI22_22";"Souza, I. M., K. Coutinho, and L. S. Funch. 2012. Estrategias fenologicas de Senna cana (Nees &amp; Mart.) H.S. Irwin &amp; Barneby (Fabaceae: Caesalpinioideae) como mecanismo eficiente para atracao de polinizadores. Acta Botanica Brasilica 26:435443.";"Souza_2012";NA
"3849";"AI22";"AI22_182";"Ferreira, M. H. dos S., I. B. Fagundes, and T. F. da P. Silva. 2010. Floral nectar dynamics and spectrum of visitors in Camptosema coriaceum (Nees & Mart.) Benth. (Leguminosae, Papilionoideae): an ornithophilous plant robbed by bees in a rupestrian field from Chapada Diamantina. Pages 91107 in B. F. Viana and F. O. Silva, editors. Biologia e Ecologia da Polinizacao: Cursos de campo vol.2. EDUFBA, Salvador, BA.";"Ferreira_2010";NA
"3850";"AI22";"AI22_46";"Lima, A. O. N., F. L. A. Mesquita, I. G. A. Bonfim, J. E. Alves, and L. W. Lima-Verde. 2010. Aspectos da producao de nectar e visitantes florais de Waltheria cinerescens A. St.-Hil. (Malvaceae) no parque municipal de Mucuge, Mucuge, Bahia, Brasiltle. Pages 2331 in B. F. Viana and F. O. Silva, editors. Biologia e ecologia da polinizacao: cursos de campo. EDUFBA, Salvador.";"Lima_2010";NA
"3851";"AI22";"AI22_37";"Souza, I. M., K. Coutinho, and L. S. Funch. 2012. Estrategias fenologicas de Senna cana (Nees &amp; Mart.) H.S. Irwin &amp; Barneby (Fabaceae: Caesalpinioideae) como mecanismo eficiente para atracao de polinizadores. Acta Botanica Brasilica 26:435443.";"Souza_2012";NA
"3852";"AI22";"AI22_19";"Silva-Pereira, V. da, S. R. C. Naxara, and F. H. M. e Silva. 2006. Sistema de polinizacao em Tibouchina barnebyana Wurdack (Melastomataceae) - biologia floral e palinologia. Pages 4957 in B. F. Viana and F. F. de Oliveira, editors. Biologia e Ecologia da Polinizacao: Cursos de Campo vol.1. EDUFBA, Salvador, BA.";"Silva_2006";NA
"3853";"AI22";"AI22_150";"Pansarin, E. R., and L. M. Pansarin. 2014. Floral biology of two Vanilloideae (Orchidaceae) primarily adapted to pollination by euglossine bees. Plant Biology 16:11041113.";"Pansarin_2014";NA
"3854";"AI22";"AI22_45";"Silva-Pereira, V., E. de Camargo Smidt, and E. Leite Borba. 2007. Isolation mechanisms between two sympatric Sophronitis (Orchidaceae) species endemic to Northeastern Brazil. Plant Systematics and Evolution 269:171182.";"Silva_2007";NA
"3855";"AI22";"AI22_59";"Smidt, E. C., V. Silva-Pereira, and E. L. Borba. 2006. Reproductive biology of two Cattleya (Orchidaceae) species endemic to north-eastern Brazil. Plant Species Biology 21:8591.";"Smidt_2006";NA
"3856";"AI22";"AI22_156";"Smidt, E. C., V. Silva-Pereira, and E. L. Borba. 2006. Reproductive biology of two Cattleya (Orchidaceae) species endemic to north-eastern Brazil. Plant Species Biology 21:8591.";"Smidt_2006";NA
"3857";"AI22";"AI22_21";"Bastos, S. 2006. Biologia Floral de Passiflora cincinnata Mast. no morro do pai Inacio, Parque Nacional da Chapada Diamantina, Bahia. Pages 59-61 In: Biologia e Ecologia da Polinizacao, curso de campo. Programa de Pos Graduacao em Ecologia e Biomonitoramento - IBUFBA.";"Bastos_2006";NA
