web;insectorder;insectfamily;insectgenus;insectspecies;plantfamily;plantgenus;plantspecies
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;vespiformis;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;vespiformis;Fagaceae;Quercus;rubra
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;myopaeformis;Rosaceae;Crataegus;monogyna
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;myopaeformis;Rosaceae;Malus;domestica
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;myopaeformis;Rosaceae;Malus;sylvestris
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;myopaeformis;Rosaceae;Prunus;avium
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;myopaeformis;Rosaceae;Pyrus;communis
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;myopaeformis;Rosaceae;Sorbus;aria
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;myopaeformis;Rosaceae;Sorbus;mougeotii
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;conopiformis;Fagaceae;Quercus;petraea
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;conopiformis;Fagaceae;Quercus;pubescens
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;conopiformis;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;tipuliformis;Saxifragaceae;Ribes;aureum
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;tipuliformis;Saxifragaceae;Ribes;nigrum
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;tipuliformis;Saxifragaceae;Ribes;rubrum
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;tipuliformis;Saxifragaceae;Ribes;uva
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;tipuliformis;Saxifragaceae;Ribes;nidigrolaria
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;cephiformis;Pinaceae;Abies;alba
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;loranthi;Loranthaceae;Viscum;album
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Pinaceae;Abies;alba
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Pinaceae;Abies;concolor
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Aceraceae;Acer;platanoides
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Aceraceae;Acer;pseudoplatanus
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Betulaceae;Betula;pendula
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Betulaceae;Carpinus;betulus
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Betulaceae;Corylus;avellana
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Fagaceae;Fagus;sylvatica
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Cupressaceae;Juniperus;chinensis
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Cupressaceae;Juniperus;communis
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Pinaceae;Picea;abies
pearson&altermatt2013;lepidoptera;Sesiidae;Synanthedon;spuleri;Salicaceae;Populus;tremula
pearson&altermatt2013;lepidoptera;Sesiidae;Bembecia;ichneumoniformis;Fabaceae;Anthyllis;vulneraria
pearson&altermatt2013;lepidoptera;Sesiidae;Bembecia;ichneumoniformis;Fabaceae;Hippocrepis;comosa
pearson&altermatt2013;lepidoptera;Sesiidae;Bembecia;ichneumoniformis;Fabaceae;Lotus;corniculatus
pearson&altermatt2013;lepidoptera;Sesiidae;Bembecia;ichneumoniformis;Fabaceae;Lupinus;polyphyllus
pearson&altermatt2013;lepidoptera;Sesiidae;Bembecia;albanensis;Fabaceae;Ononis;spinosa
pearson&altermatt2013;lepidoptera;Sesiidae;Pyropteron;chrysidiformis;Polygonaceae;Rumex;obtusifolius
pearson&altermatt2013;lepidoptera;Sesiidae;Pyropteron;chrysidiformis;Polygonaceae;Rumex;sanguineus
pearson&altermatt2013;lepidoptera;Sesiidae;Pyropteron;chrysidiformis;Polygonaceae;Rumex;thyrsiflorus
pearson&altermatt2013;lepidoptera;Sesiidae;Synansphecia;affinis;Cistaceae;Helianthemum;nummularium
pearson&altermatt2013;lepidoptera;Sesiidae;Chamaesphecia;aerifrons;Lamiaceae;Origanum;vulgare
pearson&altermatt2013;lepidoptera;Sesiidae;Chamaesphecia;aerifrons;Lamiaceae;Thymus;pulegioides
pearson&altermatt2013;lepidoptera;Sesiidae;Chamaesphecia;nigrifrons;Hypericaceae;Hypericum;perforatum
pearson&altermatt2013;lepidoptera;Sesiidae;Chamaesphecia;dumonti;Lamiaceae;Stachys;recta
pearson&altermatt2013;lepidoptera;Sesiidae;Chamaesphecia;tenthrediniformis;Euphorbiaceae;Euphorbia;esula
pearson&altermatt2013;lepidoptera;Sesiidae;Chamaesphecia;empiformis;Euphorbiaceae;Euphorbia;cyparissias
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Betulaceae;Alnus;glutinosa
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Betulaceae;Alnus;incana
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Betulaceae;Betula;pendula
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Elaeagnaceae;Hippophae;rhamnoides
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Juglandaceae;Juglans;regia
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Caprifoliaceae;Lonicera;xylosteum
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Rosaceae;Malus;domestica
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Salicaceae;Populus;nigra
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Rosaceae;Prunus;avium
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Rosaceae;Pyrus;communis
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Salicaceae;Salix;alba
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Salicaceae;Salix;babylonica
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Salicaceae;Salix;caprea
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Salicaceae;Salix;viminalis
pearson&altermatt2013;lepidoptera;Cossidae;Cossus;cossus;Tiliaceae;Tilia;cordata
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Aceraceae;Acer;pseudoplatanus
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Aceraceae;Acer;saccarinum
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Hippocastanaceae;Aesculus;hippocastanum
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Betulaceae;Betula;pendula
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Fagaceae;Fagus;sylvatica
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Rhamnaceae;Frangula;alnus
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Oleaceae;Fraxinus;excelsior
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Aquifoliaceae;Ilex;aquifolium
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Rosaceae;Malus;domestica
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Salicaceae;Populus;tremula
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Rosaceae;Pyrus;communis
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Rosaceae;Sorbus;aucuparia
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Oleaceae;Syringa;vulgaris
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Tiliaceae;Tilia;cordata
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Caprifoliaceae;Viburnum;lantana
pearson&altermatt2013;lepidoptera;Cossidae;Zeuzera;pyrina;Loranthaceae;Viscum;album
pearson&altermatt2013;lepidoptera;Cossidae;Phragmataecia;castaneae;Poaceae;Phragmites;australis
pearson&altermatt2013;lepidoptera;Thyrididae;Thyris;fenestrella;Ranunculaceae;Clematis;vitalba
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Aceraceae;Acer;platanoides
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Betulaceae;Alnus;glutinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Betulaceae;Betula;pendula
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Betulaceae;Corylus;avellana
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Fagaceae;Fagus;sylvatica
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Oleaceae;Fraxinus;excelsior
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Rosaceae;Malus;domestica
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Salicaceae;Populus;nigra
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Salicaceae;Populus;tremula
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Rosaceae;Prunus;domestica
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Salicaceae;Salix;caprea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Tiliaceae;Tilia;cordata
pearson&altermatt2013;lepidoptera;Lasiocampidae;Poecilocampa;populi;Tiliaceae;Tilia;platyphyllos
pearson&altermatt2013;lepidoptera;Lasiocampidae;Trichiura;crataegi;Betulaceae;Betula;pendula
pearson&altermatt2013;lepidoptera;Lasiocampidae;Trichiura;crataegi;Betulaceae;Corylus;avellana
pearson&altermatt2013;lepidoptera;Lasiocampidae;Trichiura;crataegi;Rosaceae;Crataegus;monogyna
pearson&altermatt2013;lepidoptera;Lasiocampidae;Trichiura;crataegi;Rosaceae;Prunus;domestica
pearson&altermatt2013;lepidoptera;Lasiocampidae;Trichiura;crataegi;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Trichiura;crataegi;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Lasiocampidae;Trichiura;crataegi;Salicaceae;Salix;caprea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Betulaceae;Betula;pendula
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Betulaceae;Betula;pubescens
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Rosaceae;Crataegus;laevigata
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Rosaceae;Crataegus;monogyna
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Rosaceae;Prunus;avium
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Rosaceae;Rubus;idaeus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Salicaceae;Salix;alba
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Salicaceae;Salix;caprea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Salicaceae;Salix;cinerea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;lanestris;Tiliaceae;Tilia;cordata
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;rimicola;Fagaceae;Quercus;petraea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;rimicola;Fagaceae;Quercus;pubescens
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;rimicola;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;catax;Rosaceae;Crataegus;monogyna
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;catax;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;catax;Fagaceae;Quercus;petraea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Eriogaster;catax;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Betulaceae;Betula;pendula
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Betulaceae;Betula;pubescens
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Betulaceae;Carpinus;betulus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Betulaceae;Corylus;avellana
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Crataegus;monogyna
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Malus;domestica
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Salicaceae;Populus;tremula
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Prunus;avium
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Prunus;domestica
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Pyrus;communis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Fagaceae;Quercus;petraea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Rosa;canina
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Rubus;fruticosus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Rosaceae;Rubus;idaeus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Salicaceae;Salix;aurita
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Salicaceae;Salix;caprea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;neustria;Ulmaceae;Ulmus;glabra
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Asteraceae;Achillea;millefolium
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Apiaceae;Anthriscus;sylvestris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Asteraceae;Artemisia;vulgaris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Asteraceae;Centaurea;jacea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Asteraceae;Centaurea;scabiosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Rosaceae;Crataegus;monogyna
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Euphorbiaceae;Euphorbia;cyparissias
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Euphorbiaceae;Euphorbia;seguieriana
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Rosaceae;Fragaria;viridis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Cistaceae;Helianthemum;nummularium
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Fabaceae;Onobrychis;viciifolia
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Plantaginaceae;Plantago;media
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Rosaceae;Rubus;fruticosus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Rosaceae;Sanguisorba;minor
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Fabaceae;Tetragonolobus;maritimus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Fabaceae;Trifolium;pratense
pearson&altermatt2013;lepidoptera;Lasiocampidae;Malacosoma;castrensis;Fabaceae;Vicia;cracca
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Asteraceae;Achillea;clavenae
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Rosaceae;Alchemilla;mollis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Poaceae;Anthoxanthum;odoratum
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Fabaceae;Cytisus;scoparius
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Poaceae;Dactylis;glomerata
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Fabaceae;Lathyrus;pratensis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Fabaceae;Medicago;sativa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Poaceae;Molinia;caerulea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Fabaceae;Onobrychis;viciifolia
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Fabaceae;Ononis;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Papaveraceae;Papaver;somniferum
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Plantaginaceae;Plantago;lanceolata
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Primulaceae;Primula;veris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Fabaceae;Trifolium;montanum
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;trifolii;Fabaceae;Trifolium;pratense
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Betulaceae;Alnus;glutinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Betulaceae;Betula;humilis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Betulaceae;Betula;pubescens
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Ericaceae;Calluna;vulgaris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Betulaceae;Carpinus;betulus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Cornaceae;Cornus;sanguinea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Betulaceae;Corylus;avellana
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Cotoneaster;horizontalis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Crataegus;monogyna
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Fabaceae;Cytisus;scoparius
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Filipendula;ulmaria
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Oleaceae;Fraxinus;excelsior
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Fabaceae;Genista;tinctoria
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Araliaceae;Hedera;helix
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Elaeagnaceae;Hippophae;rhamnoides
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Pinaceae;Larix;decidua
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Oleaceae;Ligustrum;vulgare
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Caprifoliaceae;Lonicera;periclymenum
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Caprifoliaceae;Lonicera;xylosteum
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Ericaceae;Oxycoccus;palustris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Salicaceae;Populus;tremula
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Prunus;laurocerasus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Prunus;padus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Fagaceae;Quercus;pubescens
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Rosa;canina
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Rubus;fruticosus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Rubus;idaeus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Salicaceae;Salix;alba
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Salicaceae;Salix;aurita
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Salicaceae;Salix;caprea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Salicaceae;Salix;purpurea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Ericaceae;Vaccinium;myrtillus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Ericaceae;Vaccinium;uliginosum
pearson&altermatt2013;lepidoptera;Lasiocampidae;Lasiocampa;quercus;Caprifoliaceae;Viburnum;lantana
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Poaceae;Agrostis;capillaris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Alchemilla;mollis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Poaceae;Arrhenatherum;elatius
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Betulaceae;Betula;pubescens
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Poaceae;Bromus;erectus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Ericaceae;Calluna;vulgaris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Betulaceae;Carpinus;betulus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Poaceae;Dactylis;glomerata
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Poaceae;Festuca;rubra
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Filipendula;ulmaria
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Fragaria;vesca
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rubiaceae;Galium;mollugo
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fabaceae;Genista;sagittalis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Geraniaceae;Geranium;pratense
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Cistaceae;Helianthemum;nummularium
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fabaceae;Lathyrus;pratensis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fabaceae;Lotus;corniculatus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Juncaceae;Luzula;campestris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Lythraceae;Lythrum;salicaria
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Malus;domestica
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fabaceae;Medicago;lupulina
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fabaceae;Melilotus;officinalis
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fabaceae;Onobrychis;viciifolia
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fabaceae;Ononis;repens
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Ericaceae;Oxycoccus;palustris
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Apiaceae;Pimpinella;saxifraga
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Plantaginaceae;Plantago;lanceolata
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Polygonaceae;Polygonum;aviculare
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Polygonaceae;Polygonum;bistorta
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Salicaceae;Populus;alba
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Salicaceae;Populus;nigra
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Potentilla;anserina
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Potentilla;argentea
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Potentilla;reptans
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Potentilla;tabernaemontani
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Prunus;spinosa
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Fagaceae;Quercus;robur
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Rosa;canina
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Rubus;caesius
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Rubus;fruticosus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Rosaceae;Rubus;idaeus
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Polygonaceae;Rumex;acetosella
pearson&altermatt2013;lepidoptera;Lasiocampidae;Macrothylacia;rubi;Salicaceae;Salix;aurita
